index,Order ID,Date,Status,Fulfilment,Sales_Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship_city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
76591,407-8431825-2254727,05-09-22,Cancelled,Merchant,Amazon.in,Standard,J0201,J0201-TP-L,Top,L,B0965LLRJW,,0,INR,595.24,MUMBAI,MAHARASHTRA,400072.0,IN,,False,Easy Ship,False
76713,405-1336801-9666708,05-09-22,Cancelled,Merchant,Amazon.in,Standard,NW029,NW029-ST-SR-XXXL,Set,3XL,B0922V149M,,0,INR,433.33,MUMBAI,MAHARASHTRA,400098.0,IN,,False,Easy Ship,False
76889,404-0781159-3174710,05-09-22,Cancelled,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-XXXL,Western Dress,3XL,B09TH53Q68,,0,INR,734.29,Mumbai,MAHARASHTRA,400028.0,IN,,False,Easy Ship,False
77317,171-4909560-5231555,05-08-22,Cancelled,Amazon,Amazon.in,Expedited,SET433,SET433-KR-NP-L,Set,L,B09TH89W4P,Unshipped,1,INR,543.0,MUMBai,MAHARASHTRA,400065.0,IN,,False,,False
77418,404-6980331-8059538,05-08-22,Cancelled,Merchant,Amazon.in,Standard,JNE3816,JNE3816-KR-XXL,kurta,XXL,B09Q3HW4LP,,0,INR,659.05,MUMBAI,MAHARASHTRA,400037.0,IN,,False,Easy Ship,False
77435,171-8979752-4567517,05-08-22,Cancelled,Amazon,Amazon.in,Expedited,PJNE2199,PJNE2199-KR-N-6XL,kurta,6XL,B09LD4J4NP,Cancelled,0,,,MUMBAI,MAHARASHTRA,400015.0,IN,,False,,False
77557,405-0768767-8405153,05-08-22,Cancelled,Merchant,Amazon.in,Standard,JNE3662,JNE3662-TP-S,Top,S,B0986YM94G,,0,INR,368.57,MUMBAI,MAHARASHTRA,400037.0,IN,,False,Easy Ship,False
77530,403-9234039-6998759,05-08-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,,0,INR,700.0,MUMBAI,MAHARASHTRA,400083.0,IN,,False,Easy Ship,False
77824,408-8180978-0840355,05-08-22,Cancelled,Merchant,Amazon.in,Standard,JNE3679,JNE3679-TU-L,Top,L,B0943J4SL3,,0,INR,368.57,MUMBAI,MAHARASHTRA,400075.0,IN,,False,Easy Ship,False
78020,405-3145929-3340349,05-08-22,Cancelled,Amazon,Amazon.in,Expedited,J0111,J0111-TP-XXXL,Top,3XL,B092D2QGV4,Cancelled,0,,,Mumbai,MAHARASHTRA,400092.0,IN,,False,,False
78590,406-6578190-0523519,05-08-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3905,JNE3905-DR-XL,Western Dress,XL,B09YYPWNT8,Unshipped,1,INR,588.0,MUMBAI,MAHARASHTRA,400049.0,IN,,False,,False
77559,405-0768767-8405153,05-08-22,Cancelled,Merchant,Amazon.in,Standard,JNE3648,JNE3648-TP-N-S,Top,S,B08ZJ4LHQ7,,0,INR,463.81,MUMBAI,MAHARASHTRA,400037.0,IN,,False,Easy Ship,False
77558,405-0768767-8405153,05-08-22,Cancelled,Merchant,Amazon.in,Standard,J0153,J0153-DR-XS,Western Dress,XS,B08N4764TH,,0,INR,409.52,MUMBAI,MAHARASHTRA,400037.0,IN,,False,Easy Ship,False
79310,407-1902560-4250725,05-07-22,Cancelled,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-M,kurta,M,B08RP3LHNB,,0,INR,378.1,MUMBAI,MAHARASHTRA,400013.0,IN,,False,Easy Ship,False
79354,406-7891456-5101944,05-07-22,Cancelled,Amazon,Amazon.in,Expedited,SET350,SET350-KR-NP-L,Set,L,B09RKDXRZK,Unshipped,1,INR,1098.0,MUMBAI,MAHARASHTRA,400095.0,IN,,False,,False
79355,406-7891456-5101944,05-07-22,Cancelled,Amazon,Amazon.in,Expedited,SET350,SET350-KR-NP-XXL,Set,XXL,B09RKD2FDC,Unshipped,1,INR,1088.0,MUMBAI,MAHARASHTRA,400095.0,IN,,False,,False
79356,406-2443968-5471500,05-07-22,Cancelled,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XXL,kurta,XXL,B09SDZ4XRT,,0,INR,700.0,MUMBAI,MAHARASHTRA,400095.0,IN,,False,Easy Ship,False
79357,406-2443968-5471500,05-07-22,Cancelled,Merchant,Amazon.in,Standard,SET350,SET350-KR-NP-XL,Set,XL,B09RKD2Z9R,,0,INR,971.43,MUMBAI,MAHARASHTRA,400095.0,IN,,False,Easy Ship,False
79358,406-2443968-5471500,05-07-22,Cancelled,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-M,kurta,M,B09SDZ4FH9,,0,INR,700.0,MUMBAI,MAHARASHTRA,400095.0,IN,,False,Easy Ship,False
79433,408-1999465-4111519,05-07-22,Cancelled,Merchant,Amazon.in,Standard,J0083,J0083-KR-L,kurta,L,B09295Z14G,,0,,,MUMBAI,MAHARASHTRA,400097.0,IN,,False,Easy Ship,False
79016,408-6256474-8038742,05-07-22,Cancelled,Merchant,Amazon.in,Standard,JNE3721,JNE3721-KR-XXL,kurta,XXL,B099FCT65D,,0,,,MUMBAI,MAHARASHTRA,400072.0,IN,,False,Easy Ship,False
79183,405-2961529-6663558,05-07-22,Cancelled,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-XL,Set,XL,B0983CBSJ3,Unshipped,1,INR,809.0,MUMBAI,MAHARASHTRA,400074.0,IN,,False,,False
79245,405-8221613-5642710,05-07-22,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-S,Set,S,B09NQ47F17,Cancelled,0,,,MUMBAI,MAHARASHTRA,400072.0,IN,,False,,False
80105,407-9724062-3446714,05-07-22,Cancelled,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-S,Western Dress,S,B09SDXB141,,0,INR,700.0,MUMBAI,MAHARASHTRA,400081.0,IN,,False,Easy Ship,False
80541,404-0349065-1978773,05-06-22,Cancelled,Merchant,Amazon.in,Standard,JNE3863,JNE3863-TU-L,Top,L,B09RMSZ7S6,,0,INR,514.29,MUMBAI,MAHARASHTRA,400074.0,IN,,False,Easy Ship,False
81228,171-8058306-3801119,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,J0213,J0213-TP-L,Top,L,B0965KR7YJ,Unshipped,1,INR,599.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,False
81024,171-7663918-7216309,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,J0023,J0023-TP-S,Top,S,B0899NCQQ4,Cancelled,0,,,MUMBAI,MAHARASHTRA,400050.0,IN,,False,,False
81103,171-6460214-1859523,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,J0023,J0023-TP-S,Top,S,B0899NCQQ4,Cancelled,0,,,mumbai,MAHARASHTRA,400050.0,IN,,False,,False
81154,403-6831812-0512304,05-06-22,Cancelled,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-XS,Set,XS,B09NQ4DD29,,0,INR,604.76,MUMBAI,MAHARASHTRA,400051.0,IN,,False,Easy Ship,False
81155,403-6831812-0512304,05-06-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-XS,Set,XS,B0894WW15B,,0,INR,622.86,MUMBAI,MAHARASHTRA,400051.0,IN,,False,Easy Ship,False
81156,403-1637266-3629101,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XS,Set,XS,B08B3XN2LC,Unshipped,1,INR,759.0,MUMBAI,MAHARASHTRA,400051.0,IN,,False,,False
81157,403-1460721-2682765,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,SET073,SET073-KR-SHA-XS,Set,XS,B07V7BR2GL,Unshipped,1,INR,824.0,MUMBAI,MAHARASHTRA,400051.0,IN,,False,,False
81295,404-6082127-5775554,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,J0381,J0381-SKD-L,Set,L,B09M6SDRK5,Cancelled,0,,,MUMBAI,MAHARASHTRA,400037.0,IN,,False,,False
80982,405-1893962-6920306,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XXXL,Set,3XL,B08B3XS7ST,Unshipped,1,INR,759.0,MUMBAI,MAHARASHTRA,400016.0,IN,,False,,False
82955,405-8001022-4673902,05-05-22,Cancelled,Merchant,Amazon.in,Standard,JNE3870,JNE3870-DR-XXXL,Western Dress,3XL,B09RK7CGHJ,,0,INR,644.76,MUMBAI,MAHARASHTRA,400018.0,IN,,False,Easy Ship,False
82350,405-6262731-5225108,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,J0213,J0213-TP-XL,Top,XL,B0965J8RCH,Cancelled,0,,,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,False
81913,171-8398853-7657162,05-05-22,Cancelled,Merchant,Amazon.in,Standard,SET278,SET278-KR-NP-S,Set,S,B0983F2ZJW,,0,INR,1359.82,MUMBAI,MAHARASHTRA,400069.0,IN,,False,Easy Ship,False
81937,171-7858023-4727505,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3546,JNE3546-KR-M,kurta,M,B08HK4W6YT,Unshipped,1,INR,458.0,MUMBAI,MAHARASHTRA,400093.0,IN,,False,,False
81954,171-8834871-7237931,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3546,JNE3546-KR-M,kurta,M,B08HK4W6YT,Unshipped,1,INR,458.0,MUMBAI,MAHARASHTRA,400093.0,IN,,False,,False
82243,407-2563587-9638724,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-XXL,kurta,XXL,B077MF72BK,Cancelled,0,,,MUMBAI,MAHARASHTRA,400002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
82097,407-7842371-4064367,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,J0386,J0386-KR-L,kurta,L,B09YYLPNWY,Unshipped,1,INR,967.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,False
82132,171-6533210-6745966,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-M,Set,M,B0822TDMYH,Unshipped,1,INR,837.0,MUMBAI,MAHARASHTRA,400070.0,IN,,False,,False
82717,171-0409488-6297128,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5022,MEN5022-KR-L,kurta,L,B08YYVFDZP,Cancelled,0,,,MUMBAI,MAHARASHTRA,400067.0,IN,,False,,False
82781,405-2022968-1366756,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,J0351,J0351-SET-XXXL,Set,3XL,B09CTB7JMG,Unshipped,1,INR,771.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,False
82782,405-0303906-7869954,05-05-22,Cancelled,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XXXL,Set,3XL,B08B3XS7ST,Unshipped,1,INR,759.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,False
82387,406-1613786-4769139,05-05-22,Cancelled,Merchant,Amazon.in,Standard,JNE3881,JNE3881-DR-XXXL,Western Dress,3XL,B09VC3ST6H,,0,INR,785.71,MUMBAI,MAHARASHTRA,400066.0,IN,,False,Easy Ship,False
83101,404-9348151-8509929,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,SET265,SET265-KR-NP-XXL,Set,XXL,B0983DD4G7,Unshipped,1,INR,835.0,MUMBAI,MAHARASHTRA,400059.0,IN,,False,,False
83276,171-1657573-4392305,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3627,JNE3627-KR-L,kurta,L,B08W1SP4PR,Cancelled,0,,,MUMBAI,MAHARASHTRA,400103.0,IN,,False,,False
84856,406-6269980-8119526,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,J0342,J0342-TP-L,Top,L,B099S9MMY4,Cancelled,0,,,MUMBAI,MAHARASHTRA,400072.0,IN,,False,,False
83045,404-2059065-6405129,05-04-22,Cancelled,Merchant,Amazon.in,Standard,SET058,SET058-KR-NP-S,Set,S,B07R59R6KX,,0,INR,806.67,MUMBAI,MAHARASHTRA,400010.0,IN,,False,Easy Ship,False
83054,404-6638067-9804331,05-04-22,Cancelled,Merchant,Amazon.in,Standard,JNE3740,JNE3740-KR-XXL,kurta,XXL,B099FCRSPN,,0,INR,303.81,MUMBAI,MAHARASHTRA,400057.0,IN,,False,Easy Ship,False
83060,402-1268867-8697162,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3366,JNE3366-KR-1053-L,kurta,L,B07T65WM8Q,Unshipped,1,INR,376.0,MUMBAI,MAHARASHTRA,400064.0,IN,,False,,False
84266,406-0873113-4429109,05-04-22,Cancelled,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XXXL,kurta,3XL,B09SDYSR1F,,0,INR,689.52,MUMBAI,MAHARASHTRA,400063.0,IN,,False,Easy Ship,False
83616,402-5804500-5485957,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,SET389,SET389-KR-NP-L,Set,L,B09KXTJKKG,Cancelled,0,,,MUMBAI,MAHARASHTRA,400064.0,IN,,False,,False
84284,402-4197374-6677968,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,SET389,SET389-KR-NP-L,Set,L,B09KXTJKKG,Cancelled,0,,,MUMBAI,MAHARASHTRA,400064.0,IN,,False,,False
83416,408-5769795-0761117,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,PJNE3440,PJNE3440-KR-N-5XL,kurta,5XL,B09LD1P9KP,Cancelled,0,,,Mumbai,MAHARASHTRA,400080.0,IN,,False,,False
83641,404-5641312-4877125,05-04-22,Cancelled,Merchant,Amazon.in,Standard,JNE3609,JNE3609-KR-L,kurta,L,B08W28FD2K,,0,INR,540.95,MUMBAI,MAHARASHTRA,400066.0,IN,,False,Easy Ship,False
83860,407-4134357-8389164,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,J0005,J0005-DR-XXXL,Western Dress,3XL,B08B3YMCZK,Unshipped,1,INR,899.0,Mumbai,MAHARASHTRA,401107.0,IN,,False,,False
84336,171-8035885-7353903,05-04-22,Cancelled,Merchant,Amazon.in,Standard,JNE3838,JNE3838-KR-L,kurta,L,B09TH6TF19,,0,INR,463.81,MUMBAI,MAHARASHTRA,400053.0,IN,,False,Easy Ship,False
84362,405-3107948-4257954,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XL,kurta,XL,B081X921QM,Unshipped,1,INR,471.0,MUMBAI,MAHARASHTRA,400059.0,IN,,False,,False
84375,405-3711791-3901966,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XL,kurta,XL,B081X921QM,Cancelled,0,,,MUMBAI,MAHARASHTRA,400059.0,IN,,False,,False
84380,405-9517342-5617151,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XXXL,Western Dress,3XL,B099NTV5ZV,Unshipped,1,INR,625.0,MUMBAI,MAHARASHTRA,400071.0,IN,,False,,False
84184,408-6424630-5769933,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,SET172,SET172-KR-PP-B-XL,Set,XL,B0822W6T1C,Cancelled,0,,,MUMBAI,MAHARASHTRA,400067.0,IN,,False,,False
83019,403-1575289-0235539,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-M,Set,M,B094FRW46T,Cancelled,0,,,MUMBAI,MAHARASHTRA,400043.0,IN,,False,,False
86927,405-7651318-3486750,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,J0351,J0351-SET-XXXL,Set,3XL,B09CTB7JMG,Unshipped,1,INR,771.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,False
86928,405-7651318-3486750,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-XXXL,Set,3XL,B094FR18C5,Unshipped,1,INR,612.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,False
86843,408-2541734-2633916,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-XL,kurta,XL,B07R4XJNW3,Unshipped,1,INR,442.0,MUMBAI,MAHARASHTRA,400018.0,IN,,False,,False
86662,407-2375907-5578740,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,SET299,SET299-KR-PP-XXL,Set,XXL,B09QJ4RQ78,Cancelled,0,,,MUMBAI,MAHARASHTRA,400061.0,IN,,False,,False
86105,171-6319125-9437113,05-03-22,Cancelled,Merchant,Amazon.in,Standard,SET385,SET385-KR-NP-XXXL,Set,3XL,B09K3KGJ8S,,0,INR,600.95,MUMBAI,MAHARASHTRA,400012.0,IN,,False,Easy Ship,False
85369,171-4705618-2521924,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-L,kurta,L,B082W7GVH7,Cancelled,0,,,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,False
86579,403-2815084-2041108,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,J0281,J0281-SKD-XXL,Set,XXL,B08QGLBPWF,Unshipped,1,INR,1477.0,MUMBAI,MAHARASHTRA,400057.0,IN,,False,,False
86670,403-3962304-0783540,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XL,kurta,XL,B082W8BXW1,Unshipped,1,INR,376.0,MUMBAI,MAHARASHTRA,400093.0,IN,,False,,False
85932,405-1697378-2019524,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2305,JNE2305-KR-533-M,kurta,M,B07GRSF1FC,Cancelled,0,,,Mumbai,MAHARASHTRA,401107.0,IN,,False,,False
87783,171-1485750-8762731,05-02-22,Cancelled,Merchant,Amazon.in,Standard,SET268,SET268-KR-NP-M,Set,M,B08XQ8R6GW,,0,INR,750.48,MUMBAI,MAHARASHTRA,400069.0,IN,,False,Easy Ship,False
88431,408-0782467-8172341,05-02-22,Cancelled,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XL,Set,XL,B09M75WS4Q,,0,,,Mumbai,MAHARASHTRA,400020.0,IN,,False,Easy Ship,False
87721,404-1789892-6409904,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,J0113,J0113-TP-M,Top,M,B08V19JZ2F,Unshipped,1,INR,574.0,MUMBAI,MAHARASHTRA,400005.0,IN,,False,,False
88576,171-0726756-1611514,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-L,kurta,L,B081X7JHBC,Unshipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400093.0,IN,,False,,False
87463,402-8651171-7001964,05-02-22,Cancelled,Merchant,Amazon.in,Standard,J0339,J0339-DR-S,Western Dress,S,B0982ZDZ8H,,0,,,MUMBAI,MAHARASHTRA,400104.0,IN,,False,Easy Ship,False
88481,171-3866885-0807550,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-L,kurta,L,B081X7JHBC,Unshipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400093.0,IN,,False,,False
87328,402-4571747-8948315,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Unshipped,1,INR,626.0,MUMBAI,MAHARASHTRA,400054.0,IN,,False,,False
88790,404-7242339-5504312,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,SET364,SET364-KR-NP-M,Set,M,B09QJ4HQ1G,Unshipped,1,INR,1093.0,MUMBAI,MAHARASHTRA,400070.0,IN,,False,,False
87292,404-9049469-8792303,05-02-22,Cancelled,Merchant,Amazon.in,Standard,J0339,J0339-DR-M,Western Dress,M,B09831YHGV,,0,INR,707.62,Mumbai,MAHARASHTRA,400068.0,IN,,False,Easy Ship,False
87433,404-3307811-5696365,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3423,JNE3423-KR-M,kurta,M,B081WSTXZ9,Unshipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400004.0,IN,,False,,False
87402,171-5489179-7977133,05-02-22,Cancelled,Merchant,Amazon.in,Standard,JNE3627,JNE3627-KR-L,kurta,L,B08W1SP4PR,,0,INR,302.86,MUMBAI,MAHARASHTRA,400103.0,IN,,False,Easy Ship,False
87820,405-8670891-3121904,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3579,JNE3579-KR-M,kurta,M,B08QGK2BS2,Unshipped,1,INR,295.0,MUMBAI,MAHARASHTRA,400104.0,IN,,False,,False
88953,404-1011170-3142717,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Unshipped,1,INR,655.0,MUMBAI,MAHARASHTRA,400063.0,IN,,False,,False
87138,171-4383160-2370741,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-XXL,Set,XXL,B0983GKG7G,Cancelled,0,,,MUMBAI,MAHARASHTRA,400002.0,IN,,False,,False
87582,403-1892684-9213928,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3690,JNE3690-TU-XL,Top,XL,B094FKN153,Unshipped,1,INR,487.0,MUMBAI,MAHARASHTRA,400034.0,IN,,False,,False
88935,404-7143655-6893110,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Unshipped,1,INR,655.0,MUMBAI,MAHARASHTRA,400063.0,IN,,False,,False
90746,408-8407424-4381905,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,Cancelled,0,,,MUMBAI,MAHARASHTRA,400010.0,IN,,False,,False
90514,402-2142183-2829137,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,J0381,J0381-SKD-XL,Set,XL,B09M6TQ9KT,Unshipped,1,INR,1146.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,False
89723,403-7590058-3066769,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,J0113,J0113-TP-M,Top,M,B08V19JZ2F,Unshipped,1,INR,574.0,MUMBAI,MAHARASHTRA,400066.0,IN,,False,,False
89272,407-6149731-0905115,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-M,kurta,M,B07K41S1J4,Cancelled,0,,,MUMBAI,MAHARASHTRA,400076.0,IN,,False,,False
89278,403-2011184-3948343,05-01-22,Cancelled,Merchant,Amazon.in,Standard,SET356,SET356-KR-NP-XL,Set,XL,B09QJ362XS,,0,INR,981.25,MUMBAI,MAHARASHTRA,400068.0,IN,,False,Easy Ship,False
90610,405-7576215-5856315,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,Unshipped,1,INR,399.0,Mumbai,MAHARASHTRA,400101.0,IN,,False,,False
90962,405-1970311-7677155,05-01-22,Cancelled,Merchant,Amazon.in,Standard,JNE3365,JNE3365-KR-1052-A-M,kurta,M,B07WP5DYSW,,0,INR,358.1,MUMBAI,MAHARASHTRA,400097.0,IN,,False,Easy Ship,False
89583,408-3932842-2444347,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XL,Top,XL,B08ZHQ7W7T,Unshipped,1,INR,460.0,MUMBAI,MAHARASHTRA,400067.0,IN,,False,,False
89448,402-7373803-1206748,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,SET278,SET278-KR-NP-L,Set,L,B0983FZD5K,Unshipped,1,INR,1523.0,MUMBAI,MAHARASHTRA,400061.0,IN,,False,,False
90342,403-0436875-0167551,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,J0113,J0113-TP-XL,Top,XL,B08V1N2D45,Unshipped,1,INR,574.0,Mumbai,MAHARASHTRA,400037.0,IN,,False,,False
91047,405-9406896-8287550,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3675,JNE3675-TU-M,Top,M,B09438K2QJ,Unshipped,1,INR,545.0,MUMBAI,MAHARASHTRA,400064.0,IN,,False,,False
91054,403-5438456-9027526,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3861,JNE3861-DR-XS,Western Dress,XS,B09SDY1YPT,Unshipped,1,INR,791.0,MUMBAI,MAHARASHTRA,400067.0,IN,,False,,False
91149,402-3520235-3969933,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-XXXL,kurta,3XL,B07G2CSMX9,Cancelled,0,,,MUMBAI,MAHARASHTRA,400062.0,IN,,False,,False
91160,403-9071639-0895502,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXL,kurta,XXL,B081WSL2JS,Unshipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400089.0,IN,,False,,False
0,405-8078784-5731545,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET389,SET389-KR-NP-S,Set,S,B09KXVBD7Z,,0,INR,647.62,MUMBAI,MAHARASHTRA,400081.0,IN,,False,Easy Ship,
437,171-4643830-2345965,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET408,SET408-KR-NP-XXL,Set,XXL,B09RKFHRZF,,0,INR,570.48,MUMBAI,MAHARASHTRA,400101.0,IN,,False,Easy Ship,
485,402-2892726-4411563,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,Unshipped,1,INR,399.0,Mumbai,MAHARASHTRA,400078.0,IN,,False,,
540,404-3977029-4836363,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Cancelled,0,,,MUMBAI,MAHARASHTRA,400042.0,IN,,False,,
770,408-3364449-3401947,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET121,SET121-KR-NP-XS,Set,XS,B085HRF83T,Cancelled,0,,,Mumbai,MAHARASHTRA,400030.0,IN,,False,,
1117,405-2936022-2354729,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400017.0,IN,,False,,
1478,408-7235380-6991554,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3761,JNE3761-KR-XXL,kurta,XXL,B099FB9BP3,,0,INR,277.14,MUMBAI,MAHARASHTRA,400074.0,IN,,False,Easy Ship,
1479,408-7235380-6991554,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-XXL,kurta,XXL,B099FDH3P2,,0,INR,300.95,MUMBAI,MAHARASHTRA,400074.0,IN,,False,Easy Ship,
1480,408-7235380-6991554,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3265,JNE3265-KR-XXL,kurta,XXL,B07R51NJC2,,0,INR,313.33,MUMBAI,MAHARASHTRA,400074.0,IN,,False,Easy Ship,
1572,406-3397253-1156318,04-29-22,Cancelled,Merchant,Amazon.in,Standard,SET304,SET304-KR-DPT-XS,Set,XS,B09K3LRR2T,,0,INR,995.54,Mumbai,MAHARASHTRA,400092.0,IN,,False,Easy Ship,
1585,402-6409401-9687537,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,Unshipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400008.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1679,406-3440292-2916354,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3421,JNE3421-KR-N-XXL,kurta,XXL,B08TRHQDFP,,0,INR,380.0,MUMBAI,MAHARASHTRA,400091.0,IN,,False,Easy Ship,
